id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
629,M,1.575,1.2125,0.375,31.99241075,13.65028425,7.484268,8.50485,10.0
630,I,0.625,0.4625,0.1875,2.438057,1.17650425,0.510291,0.7087375,4.0
631,I,1.325,1.0125,0.325,18.24290325,8.334753,4.89028875,5.10291,11.0
632,F,1.4625,1.175,0.4,31.56716825,11.226402,6.36446275,9.07184,17.0
633,I,0.6125,0.45,0.125,2.3530085,0.8788345,0.49611625,0.60951425,5.0
634,I,0.925,0.675,0.225,6.9456275,3.04757125,1.7860185,1.984465,6.0
635,M,0.8375,0.6875,0.225,4.819415,2.19708625,1.14815475,1.587572,6.0
636,M,1.75,1.3625,0.5125,43.7999775,17.293195,8.4765005,13.3526145,15.0
637,F,1.6125,1.1625,0.3125,28.81726675,13.9196045,6.76135575,7.2291225,9.0
638,I,0.975,0.75,0.25,8.17883075,3.35941575,1.7860185,2.26796,7.0
639,M,1.2125,0.9625,0.325,17.50581625,7.597666,4.0539785,5.0178615,8.0
640,I,1.45,1.0875,0.3625,23.94115275,10.19164525,6.10931725,6.6621325,9.0
641,F,1.1625,0.9125,0.3,14.968536,6.520385,3.4869885,3.69960975,7.0
642,M,1.5625,1.2,0.45,36.457457,16.51358375,7.24329725,9.4970825,10.0
643,I,0.675,0.4875,0.15,2.438057,1.13398,0.510291,0.7087375,5.0
644,M,1.675,1.3,0.4625,42.2124055,17.349894,7.881161,12.190285,15.0
645,I,0.3,0.325,0.075,0.850485,0.21262125,0.12757275,0.1417475,3.0
646,M,1.6,1.275,0.425,45.7277435,19.46193175,9.922325,11.056305,14.0
647,M,1.425,1.15,0.3875,26.01066625,12.79979925,5.48562825,7.5126175,15.0
648,M,1.3125,1.0,0.3625,21.659018,8.32057825,5.386405,7.5126175,9.0
649,F,1.4125,1.1375,0.4,25.7129965,11.4815475,5.6982495,7.654365,10.0
650,M,1.5125,1.1875,0.3375,27.499015,13.19669225,5.40057975,8.221355,10.0
651,M,0.95,0.725,0.2625,7.6260155,3.2601925,1.7293195,2.4097075,10.0
652,I,0.675,0.5,0.175,2.79242575,1.4458245,0.56699,0.850485,7.0
653,F,1.2125,0.975,0.3,17.95940825,8.37727725,3.4869885,5.0745605,8.0
654,I,1.4625,1.125,0.3375,22.12678475,10.47514025,5.54232725,6.747181,9.0
655,M,1.525,1.225,0.45,37.32211675,15.5638755,7.78193775,10.20582,10.0
656,F,1.0,0.7875,0.2625,10.75863525,4.15320175,2.0128145,2.9766975,10.0
657,I,1.175,0.8625,0.3,14.6566915,6.6621325,2.96252275,4.592619,7.0
658,I,1.125,0.8625,0.3,13.56523575,6.02426875,2.5231055,3.685435,8.0
659,M,1.0875,0.875,0.3125,12.37455675,5.953395,2.62232875,3.685435,8.0
660,F,1.5375,1.2375,0.4375,34.9549335,15.8473705,7.314171,9.07184,12.0
661,M,1.5375,1.2125,0.4875,34.9549335,14.78426425,7.52679225,10.3475675,13.0
662,F,1.65,1.3125,0.425,41.31939625,16.5277585,8.0229085,12.757275,18.0
663,I,0.775,0.5875,0.2125,4.43669675,1.97029025,1.247378,1.2757275,7.0
664,M,1.375,1.0375,0.35,22.80717275,9.6104805,4.8477645,5.953395,12.0
665,M,1.4,1.1125,0.3625,26.138239,11.75086775,5.71242425,7.7961125,13.0
666,I,0.975,0.75,0.2375,7.55514175,3.50116325,1.51669825,2.1829115,6.0
667,I,0.525,0.375,0.1375,1.1623295,0.35436875,0.226796,0.29766975,1.0
668,M,1.5125,1.175,0.4125,29.21415975,12.8423235,6.3786375,10.20582,10.0
669,M,1.5875,1.25,0.4125,36.85435,16.54193325,8.34892775,8.77417025,10.0
670,F,1.425,1.1,0.3375,25.2594045,10.77281,5.99591925,7.654365,10.0
671,M,1.6125,1.25,0.4375,40.1145425,18.83824275,7.86698625,11.1980525,9.0
672,M,1.525,1.175,0.45,31.51046925,14.04717725,6.8322295,9.07184,18.0
673,I,1.575,1.25,0.4125,30.71668325,12.927372,6.13766675,9.922325,10.0
674,I,0.6125,0.45,0.1125,1.82854275,0.9355335,0.396893,0.60951425,1.0
675,F,1.6,1.25,0.425,36.61337925,17.8885345,8.29222875,8.9300925,9.0
676,M,1.175,0.9125,0.3,15.3937785,6.76135575,3.04757125,4.252425,8.0
677,I,1.25,0.9625,0.3,18.313777,8.051258,3.86970675,4.29494925,9.0
678,F,1.3125,0.975,0.3375,16.9813505,7.04485075,4.06815325,4.9611625,9.0
679,M,1.4375,1.1375,0.3875,27.499015,8.9300925,4.3941725,8.50485,20.0
680,F,1.525,1.2125,0.4,32.205032,14.72756525,6.973977,9.07184,11.0
681,I,1.0375,0.7625,0.25,9.185238,3.458639,1.94194075,2.6932025,8.0
682,M,1.5625,1.2375,0.375,38.00250475,16.3009625,7.824462,10.0640725,10.0
683,M,1.325,1.025,0.35,21.659018,9.2135875,5.556502,6.80388,9.0
684,F,1.55,1.2875,0.4125,37.43551475,17.7751365,7.6827145,9.7805775,12.0
685,I,1.075,0.825,0.225,9.25611175,4.6209685,2.48058125,2.9766975,9.0
686,F,1.5,1.1625,0.45,29.48348,13.48018725,7.61184075,7.7961125,10.0
687,F,1.55,1.2125,0.4375,30.504062,13.1258185,7.1568885,8.50485,13.0
688,I,0.7625,0.5875,0.1625,5.40057975,1.6726205,0.52446575,0.89300925,4.0
689,M,1.4125,1.1375,0.4625,26.138239,10.035723,5.62737575,8.50485,13.0
690,I,0.425,0.325,0.0625,0.850485,0.3685435,0.226796,0.283495,5.0
691,I,0.9875,0.8125,0.3,9.19941275,4.09650275,1.88524175,2.6932025,8.0
692,I,1.1,0.8875,0.275,12.60135275,5.2446575,2.33883375,3.96893,8.0
693,M,1.175,0.8875,0.3375,13.267566,5.23048275,2.721552,4.195726,9.0
694,I,1.0375,0.775,0.2625,8.80251975,3.69960975,1.7293195,2.6932025,7.0
695,M,1.6125,1.25,0.4625,35.3518265,17.4916415,8.40562675,10.0640725,9.0
696,I,1.05,0.775,0.1875,7.98038425,3.685435,1.4458245,1.871067,7.0
697,I,1.05,0.8125,0.275,9.015141,3.572037,2.1262125,2.83495,9.0
698,F,1.5125,1.175,0.3625,26.32251075,10.21999475,6.22271525,7.4559185,10.0
699,M,1.55,1.2,0.45,33.86347775,12.94154675,7.427569,14.118051,17.0
700,M,1.425,1.0625,0.35,24.5223175,11.9351395,5.1879585,6.9456275,8.0
701,I,1.375,1.0625,0.3125,20.41164,8.7599955,3.98310475,6.27941425,8.0
702,F,1.4625,1.1875,0.425,31.56716825,14.72756525,5.71242425,8.77417025,18.0
703,F,1.575,1.225,0.425,34.5580405,18.18620425,6.13766675,7.93786,9.0
704,M,1.675,1.3125,0.5,47.513762,19.6462035,9.79475225,12.3320325,10.0
705,I,1.2625,1.0,0.3125,16.3528145,7.314171,3.30271675,5.5281525,8.0
706,F,1.65,1.3,0.4375,44.0834725,17.916884,10.8011595,13.4660125,12.0
707,M,1.65,1.275,0.4375,38.76794125,18.69649525,8.60407325,10.9145575,10.0
708,M,1.6875,1.3375,0.4375,44.9906565,19.54698025,8.4198015,10.489315,10.0
709,I,0.775,0.5625,0.1875,4.26659975,1.71514475,1.190679,1.2757275,7.0
710,F,1.425,1.125,0.3875,25.51455,11.8784405,4.3374735,7.37087,12.0
711,I,1.1375,0.8625,0.3125,13.99047825,5.54232725,3.345241,3.47281375,8.0
712,M,1.5625,1.2375,0.4875,35.9650275,15.989118,8.60407325,9.7805775,10.0
713,I,1.175,0.9875,0.325,13.0124205,5.4147545,2.50893075,4.706017,8.0
714,I,0.9875,0.725,0.225,7.01650125,3.061746,1.7293195,2.26796,7.0
715,I,0.75,0.575,0.2,4.06815325,1.871067,0.737087,1.2757275,4.0
716,I,0.7,0.525,0.1875,3.005047,1.17650425,0.35436875,0.9922325,5.0
717,I,1.0875,0.7875,0.25,11.38232425,5.443104,2.1262125,2.551455,7.0
718,I,1.2125,0.9375,0.3125,15.2236815,7.087375,2.721552,4.819415,8.0
719,I,1.4375,1.125,0.375,23.00561925,9.63883,4.706017,6.80388,12.0
720,I,1.3,0.9625,0.3,16.71203025,7.27164675,3.40194,4.819415,9.0
721,F,1.6625,1.2625,0.4125,36.78347625,16.42853525,9.17106325,10.3475675,9.0
722,M,1.35,1.0375,0.325,23.24659,9.82310175,4.86193925,6.80388,10.0
723,F,1.7,1.35,0.4375,45.14543425,20.14231975,9.11436425,13.4660125,10.0
724,I,1.35,1.0625,0.3875,22.792998,9.6104805,5.2446575,6.80388,10.0
725,M,1.3125,1.0,0.3,20.76600875,8.12213175,4.2240755,5.386405,7.0
726,F,1.5625,1.175,0.4125,30.4190135,14.67086625,6.22271525,8.0796075,10.0
727,M,1.5625,1.1875,0.3875,31.6096925,15.5071765,6.6621325,7.767763,11.0
728,I,1.6,1.25,0.4,35.777069,14.52911875,8.12213175,9.4970825,9.0
729,F,1.4375,1.1,0.4,22.43862925,9.6671795,4.5075705,7.37087,9.0
730,I,0.725,0.5375,0.15,3.24601775,1.474174,0.737087,0.9922325,5.0
731,M,1.4375,1.15,0.3875,29.823674,14.81261375,5.17378375,7.087375,10.0
732,M,1.425,1.1125,0.3625,26.2232875,10.61688775,5.726599,8.3631025,10.0
733,M,0.7875,0.575,0.1625,3.55786225,1.5025235,0.86465975,1.417475,6.0
734,I,1.5125,1.1875,0.4125,31.25532375,13.31009025,7.66853975,9.85145125,13.0
735,I,1.4125,1.05,0.3625,21.8007655,8.958442,5.0178615,6.9456275,9.0
736,M,1.325,1.0625,0.375,23.756881,10.6877615,5.99591925,6.463686,8.0
737,F,1.35,1.0375,0.375,27.740952,13.11164375,5.74077375,7.0590255,9.0
738,M,1.575,1.3375,0.4625,38.725417,14.35902175,7.15824875,13.04077,14.0
739,F,1.6125,1.275,0.4875,37.1094955,13.70698325,9.128539,11.623295,20.0
740,M,1.5625,1.2,0.375,32.4601775,13.60776,6.90310325,8.788345,10.0
741,M,1.6,1.3,0.425,42.354153,12.9557215,6.8322295,16.59863225,10.0
742,M,1.3,0.975,0.3375,22.12678475,9.07184,4.91863825,5.5281525,13.0
743,M,1.3,1.0375,0.3125,18.86659225,8.34892775,3.98310475,6.23689,12.0
744,M,1.4375,1.3125,0.3875,29.1149365,15.83319575,6.010094,7.087375,9.0
745,I,1.1,0.9375,0.275,12.360382,4.43669675,2.70737725,4.53592,8.0
746,M,1.475,1.1875,0.4,28.8314415,13.25339125,6.2652395,7.93786,10.0
747,F,1.625,1.2625,0.4375,36.55668025,17.8885345,7.3425205,9.07184,11.0
748,I,1.1375,0.8625,0.25,12.34620725,5.9817445,2.48058125,3.5436875,8.0
749,M,1.475,1.1875,0.3875,31.071052,13.70698325,6.78970525,7.93786,10.0
750,M,1.4375,1.125,0.4625,27.21552,12.40290625,5.8683465,7.7961125,9.0
751,M,1.2125,0.9,0.275,14.81261375,7.49844275,3.38776525,3.81300775,8.0
752,I,0.7,0.525,0.175,3.458639,1.3891255,0.6520385,0.850485,7.0
753,F,1.3125,1.025,0.375,24.437269,11.0846545,4.63514325,7.087375,10.0
754,M,1.575,1.25,0.4,34.40211825,13.53688625,7.83863675,10.489315,10.0
755,M,1.6125,1.3125,0.475,39.349106,16.17338975,7.881161,11.1980525,17.0
756,I,1.425,1.1125,0.375,24.9192105,12.0485375,4.706017,7.087375,8.0
757,F,1.3125,1.0375,0.4,22.169309,8.0796075,4.4508715,7.37087,20.0
758,I,1.35,1.075,0.3875,22.169309,8.7032965,5.25883225,6.80388,14.0
759,I,1.3,0.9625,0.3125,16.9813505,6.9456275,3.061746,5.2446575,9.0
760,M,1.5,1.175,0.3875,31.808139,14.514944,6.350288,8.1363065,9.0
761,F,1.2375,1.0125,0.375,19.37688325,7.654365,3.95475525,6.80388,9.0
762,M,1.2625,0.9625,0.35,18.27125275,9.2135875,3.98310475,4.819415,8.0
763,I,1.0,0.7875,0.225,7.95203475,3.798833,1.60174675,2.26796,7.0
764,M,1.5,1.2125,0.4375,31.99241075,15.52135125,7.540967,8.50485,10.0
765,F,1.5875,1.2125,0.3875,29.48348,12.076887,7.3992195,8.0796075,11.0
766,I,0.4375,0.3375,0.125,0.907184,0.3118445,0.226796,0.283495,5.0
767,F,1.6125,1.2375,0.4625,33.38153625,13.99047825,8.901743,9.922325,11.0
768,F,1.6625,1.25,0.4375,36.570855,17.179797,8.03708325,9.07184,9.0
769,M,1.675,1.275,0.5,38.82464025,17.6050395,9.015141,10.56018875,11.0
770,F,1.575,1.2125,0.4125,35.25260325,17.2648455,7.27164675,8.0796075,10.0
771,I,1.1625,0.95,0.325,14.571643,4.9611625,2.96252275,5.2446575,8.0
772,I,0.9375,0.675,0.2125,6.2085405,3.04757125,1.54504775,1.984465,6.0
773,I,1.475,1.1625,0.375,24.834162,10.5176645,5.99591925,7.654365,11.0
774,I,1.1875,0.9375,0.2625,14.41572075,7.654365,2.721552,3.8271825,7.0
775,F,1.25,1.0,0.3375,21.659018,6.8889285,5.99591925,5.953395,14.0
776,M,1.525,1.2,0.3875,29.199985,10.8011595,7.3425205,8.0796075,9.0
777,M,1.6125,1.25,0.3875,39.7743485,18.75319425,8.2497045,10.3475675,10.0
778,F,1.3875,1.1,0.35,23.6718325,8.77417025,5.216308,7.087375,10.0
779,M,1.475,1.1375,0.375,24.5223175,11.793392,5.2446575,8.0796075,9.0
780,M,1.7375,1.375,0.55,51.766187,23.6151335,10.19164525,14.74174,11.0
781,I,0.9125,0.675,0.2,5.8116475,2.211261,1.37495075,1.984465,6.0
782,I,1.125,0.8625,0.3,11.5382465,4.69184225,2.5798045,3.2601925,6.0
783,F,1.3,0.9375,0.2875,15.762322,7.484268,3.118445,4.762716,9.0
784,I,1.225,0.925,0.3125,13.62193475,5.88252125,3.24601775,3.75630875,7.0
785,M,1.2,0.95,0.3,14.004653,5.329706,3.5436875,4.3941725,9.0
786,F,1.3125,1.0125,0.375,25.95396725,9.85145125,5.40057975,8.221355,12.0
787,I,1.1375,0.9375,0.3125,12.68640125,5.96756975,2.62232875,4.53592,8.0
788,F,1.225,0.9875,0.35,21.035329,7.10154975,4.63514325,5.5281525,8.0
789,F,1.4,1.1,0.3625,25.7696955,11.169703,5.159609,7.52679225,8.0
790,I,0.6125,0.4375,0.1625,2.36718325,0.86465975,0.52446575,0.60951425,4.0
791,F,1.525,1.1375,0.4375,30.34813975,10.53183925,6.2652395,10.886208,13.0
792,M,1.475,1.1,0.3625,28.02348075,13.16834275,6.2085405,7.654365,10.0
793,M,1.5,1.1875,0.425,32.02076025,14.4298955,6.25106475,8.66077225,11.0
794,F,1.1,0.8125,0.2875,12.757275,5.4147545,2.79242575,3.40194,10.0
795,M,1.6,1.25,0.4625,41.8722115,19.561155,7.66853975,11.056305,10.0
796,F,1.5875,1.2375,0.4125,36.55668025,16.6411565,7.7394135,8.9300925,13.0
797,M,1.425,1.2375,0.375,28.066005,10.942907,6.066793,9.4970825,9.0
798,M,1.8,1.45,0.5125,53.6656035,25.95396725,11.566596,14.16057525,10.0
799,M,1.6,1.25,0.4,38.20095125,16.17338975,8.17883075,10.20582,10.0
800,I,1.2625,1.025,0.3125,19.97222275,11.226402,3.64291075,4.60679375,8.0
801,F,1.575,1.2625,0.4125,37.23706825,13.4093135,7.257472,9.7805775,12.0
802,I,1.0125,0.775,0.2625,8.8733935,3.855532,1.68679525,2.4097075,7.0
803,F,1.35,1.0625,0.4,29.83784875,9.07184,6.7755305,8.9300925,19.0
804,F,1.575,1.25,0.4,30.4190135,14.69921575,6.2652395,9.922325,13.0
805,F,1.2625,0.975,0.2875,17.76096175,7.86698625,4.53592,4.7910655,10.0
806,M,1.65,1.35,0.4375,37.98833,15.97494325,6.78970525,13.891255,17.0
807,M,1.4,1.1375,0.3625,26.46425825,10.13494625,5.499803,8.221355,12.0
808,I,1.3375,1.025,0.3375,20.0997955,9.6671795,4.649318,6.23689,9.0
809,M,1.5125,1.1375,0.4375,29.7386255,9.525432,6.36446275,8.9300925,17.0
810,M,1.5125,1.1875,0.35,33.542134,16.499409,6.27941425,8.164656,9.0
811,I,0.825,0.65,0.2,5.08873525,1.99863975,1.09145575,1.70097,6.0
812,F,1.8,1.4,0.4625,47.116869,20.638436,11.5382465,12.3320325,11.0
813,M,1.25,0.975,0.375,21.659018,7.824462,4.932813,6.23689,15.0
814,F,1.625,1.3125,0.425,39.56172725,14.92601175,9.2135875,11.90679,11.0
815,I,0.9125,0.675,0.225,5.6699,1.97029025,1.247378,1.984465,8.0
816,F,1.45,1.1625,0.375,27.8108595,12.14776075,6.350288,9.59630575,11.0
817,M,1.5375,1.1875,0.3875,28.36367475,13.8062065,5.57067675,10.0640725,19.0
818,M,1.2375,0.9625,0.3625,19.49028125,7.767763,3.84135725,5.386405,12.0
819,F,1.225,0.9125,0.3375,19.3060095,9.2702865,4.932813,5.386405,10.0
820,M,1.525,1.175,0.4125,30.74503275,13.9196045,6.98815175,8.3631025,11.0
821,F,1.725,1.3375,0.5375,44.9906565,17.78931125,10.19164525,13.0691195,12.0
822,I,1.4,1.125,0.45,25.0326085,12.3320325,5.99591925,6.9456275,10.0
823,M,1.45,1.0875,0.475,27.91008275,9.56795625,6.87475375,10.61688775,16.0
824,M,1.55,1.2625,0.4125,34.529691,15.46465225,6.67630725,10.0640725,12.0
825,M,1.475,1.125,0.3625,24.70658925,10.33339275,4.77689075,7.087375,10.0
826,M,1.3125,1.025,0.3125,18.9091165,8.0796075,3.86970675,6.23689,9.0
827,F,1.6375,1.25,0.3875,36.457457,17.0097,8.4198015,9.4970825,9.0
828,M,1.4375,1.15,0.375,27.328918,13.05494475,6.25106475,7.5126175,9.0
829,I,0.925,0.7,0.2,5.556502,2.31048425,1.40330025,1.644271,6.0
830,M,1.4875,1.175,0.3625,26.12406425,10.78698475,6.76135575,7.93786,8.0
831,I,0.9625,0.7125,0.2125,7.3425205,3.01922175,1.68679525,2.1262125,6.0
832,I,1.125,0.85,0.225,11.963489,4.5075705,2.42388225,3.8271825,7.0
833,F,1.225,0.975,0.3125,15.87572,5.74077375,3.78465825,4.9611625,8.0
834,M,1.275,1.0,0.3125,15.87572,7.0590255,3.798833,4.819415,8.0
835,I,1.325,1.0375,0.35,23.09066775,10.035723,4.422522,6.9456275,9.0
836,M,0.775,0.5875,0.1875,4.20990075,1.6726205,0.86465975,1.2757275,5.0
837,M,1.525,1.175,0.4125,31.70891575,13.48018725,8.34892775,8.3631025,9.0
838,F,1.375,1.05,0.4375,21.035329,8.561549,4.252425,7.654365,16.0
839,M,1.3,0.95,0.2875,15.87572,7.6260155,3.2601925,4.20990075,8.0
840,F,1.4,1.0625,0.35,20.41164,7.49844275,4.77689075,6.3786375,12.0
841,I,1.125,0.875,0.2625,12.2753335,5.6982495,2.324659,3.685435,8.0
842,F,1.625,1.3,0.4125,41.63124075,13.13999325,8.77417025,11.90679,17.0
843,I,0.675,0.4875,0.175,3.3735905,1.54504775,0.75126175,0.9922325,5.0
844,M,1.6125,1.25,0.4,34.1611475,15.592225,6.59125875,9.48290775,13.0
845,M,1.5625,1.2,0.4625,35.19590425,13.4660125,6.95980225,11.7650425,18.0
846,F,1.5,1.175,0.3875,29.937072,12.133586,6.90310325,8.788345,8.0
847,M,1.6,1.275,0.45,43.50230775,18.32795175,9.525432,11.1980525,10.0
848,M,1.0875,0.7875,0.2625,11.7650425,5.71242425,2.22543575,2.9199985,12.0
849,M,1.125,0.875,0.35,13.437663,5.5281525,2.8066005,3.16096925,17.0
850,I,0.9625,0.7,0.2125,8.06543275,4.989512,1.43164975,2.26796,6.0
851,F,1.3125,1.0125,0.4125,25.35862775,6.84640425,4.77689075,11.623295,21.0
852,I,1.4375,1.1125,0.375,28.76056775,10.16329575,5.8683465,7.7961125,14.0
853,F,1.5875,1.2,0.425,35.81959325,14.4298955,8.6465975,9.63883,9.0
854,M,1.55,1.25,0.4125,36.7126025,16.726205,8.3064035,10.6310625,14.0
855,M,1.5,1.125,0.4125,26.32251075,10.84368375,4.252425,8.50485,11.0
856,M,0.9375,0.75,0.25,11.169703,5.08873525,2.5231055,2.83495,7.0
857,I,1.1125,0.8375,0.2625,11.49572225,5.1312595,2.608154,3.118445,8.0
858,F,1.5375,1.2625,0.4375,38.90968875,17.179797,7.38504475,11.056305,13.0
859,I,1.3375,1.0625,0.3125,20.19901875,8.8733935,4.2807745,5.2446575,8.0
860,F,1.5,1.2375,0.4125,32.6302745,11.0846545,6.39281225,10.20582,16.0
861,M,1.5125,1.15,0.4,26.26581175,11.453198,6.19436575,7.1157245,10.0
862,F,1.5,1.1875,0.3625,28.44872325,14.458245,5.57067675,7.1157245,9.0
863,M,1.4375,1.15,0.4125,26.7902775,11.623295,6.066793,7.93786,15.0
864,M,1.4125,1.125,0.375,24.73493875,11.453198,5.06038575,6.3786375,8.0
865,F,1.6375,1.2625,0.5125,40.766581,18.18620425,8.3631025,11.056305,11.0
866,F,1.375,1.075,0.3875,27.78251,7.78193775,5.4714535,9.922325,15.0
867,F,1.4,1.1125,0.3875,24.76328825,8.34892775,5.8683465,7.087375,16.0
868,F,1.5125,1.2125,0.4,29.22697425,13.947954,4.49339575,8.37727725,9.0
869,I,1.0,0.775,0.2375,7.95203475,3.2601925,1.63009625,2.4097075,7.0
870,M,1.5375,1.2,0.4125,34.529691,18.1153305,8.60407325,8.9300925,9.0
871,M,1.6375,1.3625,0.5,40.25629,16.42853525,7.0023265,13.04077,16.0
872,M,1.4875,1.1875,0.375,31.127751,12.643877,7.257472,10.20582,16.0
873,M,1.4875,1.1625,0.375,28.22192725,13.11164375,5.329706,7.37087,11.0
874,I,1.425,1.1125,0.3625,22.58037675,9.525432,5.82582225,7.087375,10.0
875,M,1.1,0.8875,0.3,13.834556,5.28718175,2.84912475,4.876114,9.0
876,M,1.2,0.9125,0.3625,17.179797,7.29999625,4.49339575,5.10291,8.0
877,M,1.525,1.2125,0.4125,32.6869735,15.97494325,7.66853975,8.3631025,9.0
878,F,1.475,1.05,0.4125,24.8058125,8.51902475,5.8683465,7.7961125,11.0
879,I,1.05,0.8125,0.25,10.886208,5.9250455,2.14038725,2.9766975,7.0
880,M,1.1,0.8625,0.275,11.7650425,5.34388075,2.62232875,3.685435,10.0
881,I,0.6875,0.5125,0.1625,2.99087225,1.23320325,0.680388,0.850485,5.0
882,M,1.525,1.175,0.3875,30.8726055,14.74174,6.27941425,9.63883,10.0
883,M,1.375,1.1,0.375,20.3265915,9.87980075,4.2240755,7.654365,13.0
884,M,1.6125,1.25,0.375,36.95357325,16.612807,7.27164675,9.4970825,12.0
885,F,1.5375,1.1875,0.3875,35.0889135,15.57805025,4.89028875,9.355335,13.0
886,I,1.1625,0.875,0.2875,12.47378,5.91087075,2.8066005,3.33106625,7.0
887,M,1.4375,1.1125,0.3625,24.0687255,11.679994,5.08873525,6.80388,14.0
888,F,1.625,1.3125,0.475,38.00250475,13.7495075,9.015141,11.90679,17.0
889,M,1.45,1.1125,0.4375,28.76056775,11.0846545,6.010094,9.8939755,13.0
890,M,1.5,1.1875,0.475,28.05183025,11.679994,6.22271525,10.489315,14.0
891,F,1.625,1.3125,0.5375,40.596484,14.5999925,8.278054,12.6155275,16.0
892,F,1.45,1.2125,0.375,30.8726055,12.3320325,5.443104,8.60407325,13.0
893,F,1.4875,1.2125,0.3875,33.3673615,14.92601175,7.9662095,9.7805775,10.0
894,I,0.9625,0.75,0.2625,7.81028725,3.44446425,1.7293195,2.324659,8.0
895,F,1.6625,1.3125,0.45,40.83745475,16.68368075,7.66853975,12.757275,13.0
896,M,1.325,1.05,0.375,18.75319425,8.6465975,4.40834725,6.3786375,12.0
897,F,1.4375,1.125,0.375,24.040376,10.75863525,4.932813,6.520385,8.0
898,F,1.3625,1.0625,0.4625,21.87163925,8.77417025,4.195726,7.7961125,12.0
899,I,1.3125,1.0375,0.325,19.97222275,8.97261675,3.72795925,5.10291,8.0
900,I,1.2125,0.925,0.35,14.81261375,6.747181,3.30271675,4.3941725,8.0
901,F,1.5625,1.225,0.3875,30.0221205,12.6722265,7.144074,9.07184,13.0
902,M,1.2875,1.0,0.3375,17.78931125,6.2652395,3.86970675,5.953395,12.0
903,F,1.45,1.15,0.475,32.31843,10.149121,6.64795775,8.6465975,13.0
904,I,0.8125,0.6125,0.1875,5.28718175,2.67902775,0.86465975,1.2757275,6.0
905,I,0.9875,0.775,0.225,8.901743,4.03980375,1.68679525,2.664853,8.0
906,M,1.4625,1.125,0.35,26.26581175,10.8011595,6.90310325,7.087375,11.0
907,F,1.7375,1.375,0.425,47.86813075,24.56484175,10.7444605,12.8990225,9.0
908,F,1.55,1.2125,0.3625,27.0170735,12.6155275,6.066793,8.3631025,8.0
909,F,1.5875,1.2375,0.4,30.94347925,13.154168,6.23689,10.0640725,11.0
910,M,1.5375,1.1875,0.4,26.932025,14.35902175,5.5281525,7.767763,9.0
911,M,1.4,1.1,0.375,24.777463,10.9145575,4.025629,7.37087,10.0
912,F,1.2,0.9375,0.3,13.48018725,5.953395,3.27436725,4.53592,12.0
913,M,1.025,0.8125,0.2375,9.19941275,4.0539785,2.33883375,2.9766975,8.0
914,M,1.2625,0.9625,0.2875,17.179797,6.76135575,4.06815325,5.386405,9.0
915,M,1.475,1.15,0.3625,28.02348075,12.8990225,5.8683465,7.93786,10.0
916,F,1.5625,1.2125,0.4,30.40483875,12.79979925,7.3992195,8.0796075,9.0
917,F,1.2875,0.975,0.3,16.839603,8.845044,3.27436725,4.7910655,9.0
918,F,1.25,0.9375,0.2875,14.8834875,6.36446275,3.345241,4.819415,8.0
919,I,0.9875,0.8125,0.2125,8.63242275,3.78465825,1.88524175,2.551455,6.0
920,M,1.3375,1.0625,0.3875,26.194938,10.47514025,5.54232725,7.2291225,12.0
921,M,1.6625,1.3,0.425,38.82464025,16.57028275,7.78193775,10.942907,12.0
922,I,0.8125,0.5875,0.1625,3.118445,1.4458245,0.63786375,1.13398,5.0
923,I,1.3875,1.0875,0.35,23.643483,9.241937,4.592619,6.520385,9.0
924,M,1.3875,1.075,0.4125,23.43086175,11.15552825,4.5075705,6.3786375,9.0
925,I,1.125,0.875,0.2625,13.08329425,6.4920355,2.50893075,3.35941575,6.0
926,F,1.425,1.1,0.375,28.519597,10.70193625,6.08096775,8.221355,12.0
927,F,1.675,1.375,0.5125,47.86813075,19.94387325,9.6104805,13.04077,11.0
928,F,1.5625,1.225,0.4125,34.79901125,16.2442635,8.20718025,8.9300925,11.0
929,I,1.675,1.35,0.4875,43.27551175,16.96717575,7.98038425,13.4660125,17.0
930,M,1.4125,1.1,0.3875,24.777463,10.8578585,5.9250455,6.80388,10.0
931,F,1.5625,1.2125,0.4375,36.27318525,16.51358375,8.50485,9.4970825,11.0
932,M,1.6375,1.3125,0.475,42.184056,19.1926115,7.27164675,11.4815475,15.0
933,M,1.475,1.15,0.3625,31.99241075,15.97494325,6.973977,7.654365,9.0
934,I,1.2125,0.975,0.35,16.40018575,6.6054335,3.345241,5.2446575,9.0
935,F,1.525,1.2125,0.4125,29.9654215,11.736693,7.824462,8.6465975,16.0
936,F,1.45,1.15,0.3875,27.71163625,13.154168,4.23825025,7.93786,8.0
937,M,1.1625,0.925,0.275,15.6205745,7.04485075,2.9766975,4.53592,9.0
938,M,1.05,0.8,0.275,10.19164525,4.082328,2.50893075,2.9766975,7.0
939,M,1.2125,0.925,0.3,16.4143605,7.10154975,3.72795925,4.252425,8.0
940,I,0.9,0.675,0.2375,6.59125875,2.83495,1.304077,1.5592225,5.0
941,F,1.5625,1.3,0.3875,35.6920205,13.8062065,6.406987,12.6155275,22.0
942,F,1.5,1.1875,0.4125,26.52095725,11.4248485,6.44951125,8.3631025,10.0
943,M,1.525,1.2125,0.375,35.62114675,16.3576615,6.3219385,9.865626,13.0
